time,position_x,velocity_x,position_y,velocity_y,angular_velocity_z
1514.95,3.454426977490806,-0.46129555422600627,0.5575644094981095,0.0,-0.08583120145322781
1515.05,3.4993749999186767,-0.4460492653154853,0.5565594025290391,0.0,-0.13835284194211217
1515.15,3.5425632297016825,-0.4323613122173115,0.554585575473277,0.0,-0.19292922790379144
1515.25,3.58567014260768,-0.42860695074192323,0.5516211492808177,0.0,-0.23370156333179398
1515.35,3.6281607219468204,-0.42515325328115194,0.5477797545208731,0.0,-0.25293097040339874
1515.45,3.6723184672711513,-0.4542714318475859,0.5429568582226536,0.0,-0.2443773732033853
1515.55,3.7210694423542363,-0.4959162322818553,0.537538018858385,0.0,-0.1754458373953631
1515.65,3.7707282125771635,-0.5004287240059982,0.5319367213367764,0.0,-0.0976367793878875
1515.75,3.820392988573628,-0.5012133096010869,0.5262466708623953,0.0,-0.03382885480511163
1515.85,3.8702024167098714,-0.5017635413242806,0.5206410920028355,0.0,0.015452940957264879
1515.95,3.9199456423187797,-0.5005905010453966,0.5152763872372143,0.0,0.05086067223669621
1516.05,3.9696988383813347,-0.5004171852156835,0.5102562173994188,0.0,0.07558205146439734
1516.15,4.019454572073723,-0.4999095638430421,0.5056434078962581,0.0,0.0909021408853485
1516.25,4.0692937477338615,-0.5016817317110073,0.5014578998729056,0.0,0.09823420832301091
1516.35,4.119765359184449,-0.5076691178877525,0.4976277389599344,0.0,0.09779627118175431
1516.45,4.16996077349661,-0.4975474250084446,0.4942469600014535,0.0,0.09375060298087423
1516.55,4.215567741336544,-0.48444973649956563,0.4914212215060855,0.0,0.08607421203966698
1516.65,4.26550381802001,-0.5006545075547439,0.4891250566687039,0.0,0.09804162694199488
1516.75,4.31549416293856,-0.5002548917921881,0.48728071385593397,0.0,0.10286993174847886
1516.85,4.365619758404689,-0.5026445844225373,0.4862444369769577,0.0,0.12148801287419918
1516.95,4.415570397393101,-0.49982174088393433,0.48587392013140673,0.0,0.1343816666104142
1517.05,4.465588119992831,-0.5005180102468774,0.4861609479258986,0.0,0.14104011078490955
1517.15,4.515189393826564,-0.49155342472469127,0.4871125636607568,0.0,0.14226370546603223
1517.25,4.554815887880083,-0.4179532205279089,0.4878134231068717,0.0,0.11058240538613846
1517.35,4.604602136055111,-0.49658799556567,0.48937117135547725,0.0,0.09217433419046056
1517.45,4.654576143723848,-0.5004201549484631,0.4908428872943852,0.0,0.05178082186011657
1517.55,4.704587237664213,-0.500743745469047,0.4922051793866453,0.0,0.00911648536035844
1517.65,4.754485434018369,-0.4975997417470871,0.4931237935413077,0.0,-0.0403698323655712
1517.75,4.8033502060408155,-0.48714254675852037,0.49346746692218363,0.0,-0.08669436592220248
1517.85,4.851300409968328,-0.47724624155248857,0.4931633630783271,0.0,-0.1250658723223653
1517.95,4.8987065414845,-0.4728308136524258,0.49222842256258253,0.0,-0.1488611716412582
1518.05,4.945096036659451,-0.46037596932729546,0.49068197684697346,0.0,-0.15918389331635108
1518.15,4.990635388055544,-0.4553817728219107,0.48843538297922934,0.0,-0.1653246561644119
1518.25,5.035952398124842,-0.4543675015097731,0.4855298907819664,0.0,-0.1641893052965981
1518.35,5.080267215986882,-0.4423143994442986,0.48187203700441156,0.0,-0.1696604593807603
1518.45,5.125354994672653,-0.4591313440350492,0.4772734585013545,0.0,-0.17798369547586912
1518.55,5.174039609760063,-0.490654864425659,0.47230930470653265,0.0,-0.1317070641328825
1518.65,5.223664040318198,-0.49941579048380563,0.4673799703478812,0.0,-0.0642458745191799
1518.75,5.273502739741695,-0.5015172854549997,0.4624712796014176,0.0,-0.009020173878930539
1518.85,5.323347776123899,-0.5007779622859756,0.45754651289185483,0.0,0.022912155075465825
1518.95,5.373068847221347,-0.5002342971198298,0.4527683562625874,0.0,0.04225744914690776
1519.05,5.422906452334883,-0.5002390128252328,0.44842632872183213,0.0,0.0655889655330339
1519.15,5.4726118682028515,-0.4998492814204096,0.44458136976888923,0.0,0.08735885009725755
1519.25,5.5217991230750165,-0.49026268957549707,0.44161412814345624,0.0,0.12110973373565133
1519.35,5.569449214595384,-0.47266390514612167,0.4396709888986037,0.0,0.15930983538348434
1519.45,5.6162087701119265,-0.46710053565342297,0.43870958570235014,0.0,0.19135669210451023
1519.55,5.663147900999129,-0.4674393616628454,0.43844145390168276,0.0,0.19839887553566568
1519.65,5.709754263444655,-0.46296495881778077,0.43912149111879467,0.0,0.2051997526414859
1519.75,5.7539839207699135,-0.4398386680938686,0.4409707004336357,0.0,0.22492211169864723
1519.85,5.797015825326954,-0.4221806249125857,0.443826628942022,0.0,0.2411166367182776
1519.95,5.8371887208125095,-0.40537658900553714,0.4472065406039356,0.0,0.23408041757113596
1520.05,5.877874720769734,-0.4054183532822177,0.4516910950735515,0.0,0.23859980558013558
1520.15,5.9195729904988,-0.4175340156011609,0.4578090647703563,0.0,0.27253951368110474
1520.25,5.960525568521932,-0.4145456812389277,0.4650012196675618,0.0,0.29284193021159327
1520.35,6.001244609318275,-0.41503829044750795,0.4733828865795054,0.0,0.3042963447490028
1520.45,6.04166063568573,-0.41443682644663177,0.4829969162898185,0.0,0.31114590609253095
1520.55,6.079831561136813,-0.3720413120552253,0.493095418770153,0.0,0.2937373126965134
1520.67,6.095589888184342,-0.04197755228924829,0.4963264064056136,0.0,0.14902896847310387
1520.77,6.095689836240263,0.006246361901998003,0.49592098640525745,0.0,0.08370862741412181
1520.87,6.097394619435209,-0.032006649339324254,0.49626301241509496,0.0,0.0648165852514238
1520.97,6.120769242695991,-0.302059685392659,0.5033045489504901,0.0,0.13966686574261852
1521.07,6.165647551831074,-0.4836869058351221,0.5177120336494825,0.0,0.14782568213603972
1521.17,6.21287752824123,-0.5004827121951441,0.533277484213296,0.0,0.10965479253803775
1521.27,6.260462651417936,-0.5026821098650205,0.5489479816428239,0.0,0.062002809631411276
1521.37,6.308053012730528,-0.5026670442702893,0.5643828406985417,0.0,0.008624213879062155
1521.47,6.353964238240743,-0.4724460833907786,0.5784864887864054,0.0,-0.06384404750229264
1521.57,6.3959409091838095,-0.4293152064269955,0.5901429454051362,0.0,-0.1526670614061624
1521.67,6.435461507074439,-0.40386312642472105,0.6000943023582749,0.0,-0.22444546613097702
1521.77,6.473940047636736,-0.3914110383614141,0.6087265529243454,0.0,-0.27621742415690814
1521.87,6.511947221844647,-0.3854111059255605,0.6161194505373287,0.0,-0.3096320709029221
1521.97,6.549314817844926,-0.3770155521406591,0.6221410559652745,0.0,-0.3328181044750124
1522.07,6.589426333266137,-0.4226257416366302,0.6278594128824879,0.0,-0.3036183963015991
1522.17,6.637982400487543,-0.49858144160410095,0.6348633209982931,0.0,-0.1904792779986668
1522.27,6.687207791430318,-0.49690493581021344,0.6422583158032187,0.0,-0.06400332429110411
1522.37,6.734516328320204,-0.4783393409122541,0.6499580173830595,0.0,0.046705642186559024
1522.47,6.780676437498219,-0.4678279845274883,0.6577016621795717,0.0,0.10735944412626049
